0.0174533,0.330691,8.06882,0.109662,-87.7747,-121.783,788.711,-87.7747,-121.783,788.711,-108.829,-120.926,640.199
0.0174533,1.99565,6.62028,-0.511184,-87.7172,-119.411,788.927,-87.7172,-119.411,788.927,-105.011,-114.222,640.018
0.0174533,3.03458,3.54618,-0.240117,-86.9642,-118.88,788.213,-86.9642,-118.88,788.213,-96.2421,-110.955,638.71
0.0174533,2.64875,8.86892,-0.115814,-89.9491,-118.611,786.907,-89.9491,-118.611,786.907,-113.075,-111.762,638.859
0.0174533,2.88789,12.2315,-1.17184,-92.316,-118.877,786.222,-92.316,-118.877,786.222,-124.095,-111.491,639.813
0.0174533,3.91826,8.55096,0.0183814,-89.7667,-117.196,783.336,-89.7667,-117.196,783.336,-112.07,-107.06,635.35
0.0174533,4.29505,2.05191,1.10063,-85.0022,-117.286,782.04,-85.0022,-117.286,782.04,-90.373,-106.059,632.557
0.0174533,5.09507,-3.37155,1.26932,-80.9895,-116.282,780.792,-80.9895,-116.282,780.792,-72.1679,-102.984,631.644
0.0174533,5.45947,-3.26775,0.947602,-79.4107,-115.926,779.876,-79.4107,-115.926,779.876,-70.8604,-101.678,630.799
0.0174533,5.62876,-1.40776,1.51946,-82.0583,-116.06,779.684,-82.0583,-116.06,779.684,-78.3732,-101.352,630.453
0.0174533,6.62279,-3.00985,1.93075,-80.1038,-114.965,779.034,-80.1038,-114.965,779.034,-72.2277,-97.6892,630.24
0.0174533,5.09931,-1.00829,1.64556,-80.7118,-116.982,779.096,-80.7118,-116.982,779.096,-78.0723,-103.652,629.713
0.0174533,5.52017,0.210857,1.10501,-81.1012,-116.105,778.611,-81.1012,-116.105,778.611,-81.6532,-101.675,629.308
*************************************************************
0.0174533,4.50971,-0.0603707,2.09025,-81.3175,-117.71,778.773,-81.3175,-117.71,778.773,-81.1595,-105.916,629.238
0.0174533,5.0446,-1.29222,1.11571,-81.0026,-116.512,779.005,-81.0026,-116.512,779.005,-77.6198,-103.325,629.624
0.0174533,5.1162,-1.14674,1.5535,-80.5632,-116.011,779.522,-80.5632,-116.011,779.522,-77.5613,-102.637,630.15
0.0174533,6.1984,1.83774,0.972605,-81.1819,-115.019,778.507,-81.1819,-115.019,778.507,-85.9923,-98.8318,629.46
0.0174533,5.7106,-1.34184,1.35233,-79.7512,-114.764,778.931,-79.7512,-114.764,778.931,-76.2386,-99.8422,629.716
0.0174533,5.68971,-1.731,1.27134,-80.8558,-115.283,779.134,-80.8558,-115.283,779.134,-76.3248,-100.419,629.941
0.0174533,2.56474,-14.3254,2.56781,-70.7337,-117.452,778.547,-70.7337,-117.452,778.547,-33.6193,-110.949,633.356
0.0174533,2.39677,-15.3335,2.08096,-67.356,-120.495,780.439,-67.356,-120.495,780.439,-27.6904,-114.445,635.905
0.0174533,2.09772,-13.7765,1.66933,-67.3171,-121.366,780.035,-67.3171,-121.366,780.035,-31.5967,-116.033,634.448
0.0174533,3.60252,-13.1636,2.32052,-66.995,-119.483,780.676,-66.995,-119.483,780.676,-32.8352,-110.305,634.906
*************************************************************1111111111111111111
0.0174533,2.12205,-15.9281,2.00417,-66.8448,-120.106,781.011,-66.8448,-120.106,781.011,-25.6803,-114.765,636.869
0.0174533,2.67276,-15.8012,1.78146,-67.5152,-119.085,782.438,-67.5152,-119.085,782.438,-26.6701,-112.354,638.263
0.0174533,2.05418,-18.7362,1.72259,-66.4602,-121.692,782.45,-66.4602,-121.692,782.45,-18.2786,-116.6,640.49
0.0174533,2.13004,-17.1411,1.35462,-66.8559,-119.432,782.279,-66.8559,-119.432,782.279,-22.647,-114.104,639.04
0.0174533,1.72946,-14.998,2.29149,-69.0564,-120.153,782.344,-69.0564,-120.153,782.344,-30.2386,-115.78,637.52
0.0174533,2.46798,-11.3603,1.89057,-74.7421,-117.206,781.143,-74.7421,-117.206,781.143,-45.1954,-110.874,634.218
*************************************************************2222222222222222
0.0174533,2.21092,-10.4612,1.76982,-76.4421,-117.664,781.241,-76.4421,-117.664,781.241,-49.2067,-111.973,633.844
0.0174533,0.677426,-12.9029,1.27246,-74.6858,-118.952,781.734,-74.6858,-118.952,781.734,-41.1909,-117.223,635.532
0.0174533,1.5574,-9.96935,1.05012,-78.0685,-117.26,781.007,-78.0685,-117.26,781.007,-52.1003,-113.244,633.326
0.0174533,3.90092,-6.9695,1.82786,-79.6312,-116.078,781.186,-79.6312,-116.078,781.186,-61.43,-105.948,632.639
0.0174533,8.16954,1.46448,1.86335,-83.4459,-112.748,779.458,-83.4459,-112.748,779.458,-87.2795,-91.4394,631.029
0.0174533,9.4298,4.67493,1.0705,-83.9584,-109.318,777.352,-83.9584,-109.318,777.352,-96.1837,-84.8243,629.872
0.0174533,9.006,4.2886,0.972812,-83.2744,-110.313,776.205,-83.2744,-110.313,776.205,-94.4915,-86.8983,628.469
0.0174533,8.5602,1.71681,1.35483,-82.1916,-109.885,776.957,-82.1916,-109.885,776.957,-86.6855,-87.5681,628.694
*************************************************************333333333333333
0.0174533,8.97794,2.96488,1.256,-83.4928,-109.501,777.075,-83.4928,-109.501,777.075,-91.2514,-86.1244,629.111
0.0174533,8.31135,0.756725,2.18508,-82.5652,-110.429,776.389,-82.5652,-110.429,776.389,-84.5462,-88.748,627.978
0.0174533,9.24932,3.31928,0.690935,-84.3185,-110.009,776.742,-84.3185,-110.009,776.742,-93.0034,-85.9402,628.94
0.0174533,8.9702,2.20958,1.11611,-83.6189,-109.81,776.072,-83.6189,-109.81,776.072,-89.4021,-86.439,628.017
0.0174533,9.3244,-7.28737,2.84528,-72.5095,-113.081,774.966,-72.5095,-113.081,774.966,-53.4826,-88.9735,628.144
0.0174533,10.4224,-9.64897,3.4297,-69.0519,-113.183,774.246,-69.0519,-113.183,774.246,-43.9102,-86.4314,628.807
0.0174533,9.42248,-8.70941,2.63521,-69.9776,-115.226,773.967,-69.9776,-115.226,773.967,-47.2641,-90.9524,627.697
*************************************************************444444444444444
0.0174533,9.01881,-11.5284,3.23385,-67.9722,-114.653,773.267,-67.9722,-114.653,773.267,-37.9942,-91.6138,628.11
0.0174533,9.91666,-11.9896,3.58711,-68.812,-114.595,773.954,-68.812,-114.595,773.954,-37.6519,-89.3259,629.419
0.0174533,9.66896,-10.7681,3.23707,-68.6902,-114.259,774.015,-68.6902,-114.259,774.015,-40.665,-89.5095,628.75
0.0174533,9.1289,-7.79154,2.62362,-70.6518,-114.102,774.75,-70.6518,-114.102,774.75,-50.3164,-90.5238,628.017
0.0174533,5.46537,-6.44416,1.91877,-73.6443,-116.314,776.041,-73.6443,-116.314,776.041,-56.8091,-102.118,627.667
*************************************************************555555555555555
0.0174533,6.64539,-5.93106,2.01873,-73.9673,-116.103,776.392,-73.9673,-116.103,776.392,-58.4676,-98.8372,628.197
0.0174533,7.82832,-5.2191,1.93305,-73.6857,-115.446,775.617,-73.6857,-115.446,775.617,-60.0411,-95.0995,627.63
0.0174533,8.19595,-8.30174,2.58238,-71.9458,-115.368,776.542,-71.9458,-115.368,776.542,-50.2879,-94.2083,629.629
0.0174533,7.188,-8.46036,2.77111,-71.4929,-116.978,776.569,-71.4929,-116.978,776.569,-49.4241,-98.4133,629.367
0.0174533,6.19414,-9.78977,3.20724,-68.3133,-116.487,778.532,-68.3133,-116.487,778.532,-42.8083,-100.538,631.579
0.0174533,7.60223,-10.4644,2.47592,-67.8594,-115.153,779.453,-67.8594,-115.153,779.453,-40.6158,-95.6389,633.244
*************************************************************66666666666666
0.0174533,7.80934,-10.6828,3.23347,-67.4727,-115.407,779.008,-67.4727,-115.407,779.008,-39.6669,-95.3791,632.975
0.0174533,7.39532,-10.041,2.79789,-67.7416,-114.854,778.182,-67.7416,-114.854,778.182,-41.5888,-95.8421,631.708
0.0174533,8.15416,-10.2689,3.16058,-67.9863,-114.85,778.56,-67.9863,-114.85,778.56,-41.2461,-93.9156,632.455
0.0174533,7.00232,-10.2534,2.87345,-71.3401,-115.666,778.019,-71.3401,-115.666,778.019,-44.6397,-97.6715,631.515
0.0174533,3.69959,-4.02759,1.99736,-76.5064,-118.367,777.101,-76.5064,-118.367,777.101,-65.9709,-108.712,627.783
*************************************************************77777777777777777
0.0174533,5.02718,-5.99373,2.36639,-75.194,-115.933,777.333,-75.194,-115.933,777.333,-59.531,-102.861,628.727
0.0174533,4.71049,-3.69795,2.30219,-76.6273,-116.722,777.767,-76.6273,-116.722,777.767,-66.9528,-104.43,628.585
0.0174533,4.94801,-5.25932,1.86796,-74.8437,-115.588,777.909,-74.8437,-115.588,777.909,-61.0942,-102.705,629.097
0.0174533,4.1783,-4.49994,1.7382,-75.805,-116.845,777.23,-75.805,-116.845,777.23,-64.0363,-105.949,628.09
0.0174533,6.47877,-3.23777,1.87222,-77.9115,-114.627,777.997,-77.9115,-114.627,777.997,-69.4395,-97.7289,629.193
0.0174533,8.081,-1.79919,1.43902,-78.1095,-114.38,777.845,-78.1095,-114.38,777.845,-73.3999,-93.3047,629.408
0.0174533,7.19145,-0.706357,1.6274,-79.3386,-114.601,776.963,-79.3386,-114.601,776.963,-77.4894,-95.8243,628.154
*************************************************************8888888888888888888
0.0174533,7.14251,-3.71163,2.12445,-76.8095,-113.949,776.66,-76.8095,-113.949,776.66,-67.0992,-95.3371,628.136
0.0174533,7.58293,-2.24757,1.92419,-79.3254,-115.494,777.567,-79.3254,-115.494,777.567,-73.4428,-95.7149,628.993
0.0174533,7.25137,-3.03322,1.77197,-77.6091,-113.367,776.82,-77.6091,-113.367,776.82,-69.6719,-94.4606,628.229
0.0174533,7.40958,-3.56627,2.15883,-78.132,-114.709,776.61,-78.132,-114.709,776.61,-68.8016,-95.4027,628.151
0.0174533,10.3811,-8.60268,3.49435,-71.3311,-112.851,777.056,-71.3311,-112.851,777.056,-48.8939,-86.1259,631.171
0.0174533,8.44681,-10.2291,3.10392,-68.4809,-113.875,777.298,-68.4809,-113.875,777.298,-41.8433,-92.1915,631.284
0.0174533,9.43106,-10.7798,3.4981,-67.849,-113.793,776.43,-67.849,-113.793,776.43,-39.7939,-89.6478,631.068
*************************************************************99999999999999999
0.0174533,9.54364,-9.52423,3.08573,-69.1368,-113.797,776.69,-69.1368,-113.797,776.69,-44.3171,-89.27,630.805
0.0174533,8.72408,-10.1571,3.34823,-68.4214,-113.912,776.538,-68.4214,-113.912,776.538,-41.9693,-91.517,630.597
0.0174533,8.8868,-9.77374,3.07201,-68.5631,-114.992,776.855,-68.5631,-114.992,776.855,-43.0995,-92.1556,630.806
0.0174533,8.73883,-9.78251,2.96694,-68.2506,-114.97,776.316,-68.2506,-114.97,776.316,-42.7643,-92.5118,630.214
0.0174533,8.17661,-8.28924,2.46846,-67.7365,-114.278,775.708,-67.7365,-114.278,775.708,-46.111,-93.1673,628.784
0.0174533,8.40366,-8.62253,2.57409,-67.5432,-112.891,774.99,-67.5432,-112.891,774.99,-45.0546,-91.2172,628.278
0.0174533,8.8224,-5.78617,2.34579,-68.9886,-114.015,775.442,-68.9886,-114.015,775.442,-53.8661,-91.1268,627.972
0.0174533,8.97525,-8.43911,2.48584,-67.0091,-113.406,773.373,-67.0091,-113.406,773.373,-44.9954,-90.258,626.814
0.0174533,7.75609,-6.03584,2.18939,-71.0592,-114.828,768.833,-71.0592,-114.828,768.833,-55.2866,-94.6967,621.029
0.0174533,10.5196,3.46689,0.76852,-78.7565,-110.844,762.182,-78.7565,-110.844,762.182,-87.8272,-83.5084,614.973
0.0174533,11.5623,5.07679,0.877026,-77.5902,-108.069,744.815,-77.5902,-108.069,744.815,-90.8638,-78.1218,598.435
0.0174533,15.2064,8.33323,-0.401142,-76.6622,-103.474,730.028,-76.6622,-103.474,730.028,-98.4017,-64.5445,586.808
