0.0174533,14.0599,-4.57276,2.79919,113.602,-7.31067,669.677,125.561,29.0138,524.634
0.0174533,14.3579,-2.1564,1.83047,112.25,-6.40878,664.954,117.894,30.7617,519.742
0.0174533,15.4736,-4.6856,2.16154,113.517,-4.87023,662.983,125.77,35.0152,518.903
0.0174533,14.5354,-3.40168,1.62593,112.359,-5.01245,661.199,121.259,32.5679,516.256
0.0174533,15.233,-2.81514,1.67519,114.512,-5.42954,662.596,121.879,33.9346,518.041
0.0174533,12.6071,-4.37874,2.48656,110.1,-4.65573,661.969,121.553,27.9884,516.012
0.0174533,12.978,-1.59751,1.78573,107.092,-3.96756,662.253,111.273,29.7058,516.142
0.0174533,12.7197,1.48119,1.41342,103.182,-5.48019,662.88,99.3044,27.5361,516.61
0.0174533,12.186,3.91257,0.364686,99.548,-6.66606,662,89.3129,24.9231,515.722
0.0174533,13.0425,-0.63252,1.68888,103.186,-4.18533,660.447,104.842,29.6638,514.325
0.0174533,13.2146,0.380431,1.65718,101.984,-5.44635,660.017,100.988,28.8426,513.992
0.0174533,13.3574,1.89916,0.973734,101.903,-6.31966,660.224,96.9315,28.315,514.362
0.0174533,12.0665,3.79554,-0.71174,99.2962,-3.01224,659.314,89.3668,28.2761,512.95
0.0174533,11.6648,0.932106,0.412281,101.198,-2.52598,659.382,98.7581,27.7978,512.5
0.0174533,14.1352,-5.49567,2.14267,105.472,-1.53271,659.266,119.838,34.9305,514.476
0.0174533,12.1064,-1.38046,0.639407,100.031,-0.844836,658.159,103.644,30.6053,511.537
0.0174533,12.2206,4.20318,0.806811,101.96,-5.87672,658.037,90.966,25.7894,511.83
0.0174533,13.3898,2.92327,0.79165,101.582,-3.33544,658.076,93.9323,31.3556,512.344
0.0174533,14.0491,2.02557,0.891714,103.049,-4.43824,656.999,97.7473,31.9521,511.576
0.0174533,14.4451,1.7218,-0.108057,102.767,-3.45196,656.191,98.2599,33.949,510.999
0.0174533,14.9016,0.401325,0.567586,102.543,-1.22764,655.799,101.492,37.3455,510.847
0.0174533,14.9222,1.04793,0.807537,103.325,-2.66368,654.992,100.582,35.9559,510.075
0.0174533,14.8378,-3.89463,1.49476,107.719,-2.59469,653.749,117.907,35.7291,509.086
0.0174533,13.8097,-1.47335,2.2451,109.97,-6.05873,652.272,113.826,29.734,506.656
0.0174533,14.0459,-2.19435,2.29118,105.592,-3.05347,651.311,111.335,33.3247,505.902
0.0174533,15.9605,-2.19616,1.74559,105.771,-3.3768,650.384,111.519,37.839,506.272
0.0174533,14.1417,0.149901,0.929378,100.797,0.50564,650.837,100.405,37.1536,505.383
0.0174533,15.0158,-0.483065,1.09433,104.02,-1.02401,651.882,105.285,37.8374,507.009
0.0174533,14.8566,-0.0903609,0.983182,103.716,-1.79941,650.48,103.953,36.6607,505.495
0.0174533,14.5403,-0.469889,0.996517,103.598,-0.414079,650.381,104.829,37.2439,505.19
0.0174533,12.6697,2.29506,0.349557,100.131,-1.44606,650.192,94.1238,31.427,503.961
0.0174533,16.1756,1.87268,0.376519,102.795,-0.0187002,649.801,97.8936,41.7463,505.816
0.0174533,14.7291,0.365618,1.5851,102.708,1.42521,648.751,101.751,39.5619,503.683
0.0174533,14.2558,-0.543489,0.511098,102.924,-0.369711,648.677,104.347,36.5664,503.303
0.0174533,15.847,-0.456275,0.877186,103.098,1.59726,649.315,104.292,42.5565,505.02
0.0174533,16.1227,0.208547,0.144245,102.617,-1.14399,648.993,102.071,40.5101,504.893
0.0174533,16.7431,-2.03735,0.78045,103.508,2.03771,648.145,108.84,45.2224,504.595
0.0174533,16.0552,0.0863278,1.50104,103.433,0.399906,647.542,103.207,41.8844,503.393
